序号,日期,开赛时间,比赛ID,赛事,比赛,比赛分类,微观板块,盘口意图标签,盘口档位,正向水位,反向水位,已结算
340,2026-08-28,2026-08-28 00:00:00,20260828-TITAN-2996434-盘口快照-不形成模拟,荷乙,邓伯什 vs 维特斯,成年联赛T2,欧洲非五大,真实示强/阻上,平手/半球,0.9000,0.9800,是
343,2026-08-28,2026-08-28 00:00:00,20260828-TITAN-2997700-盘口快照-不形成模拟,法乙,克莱蒙 vs 索肖,成年联赛T2,欧洲五大,阻上/降温保护,平手,,,否
344,2026-08-28,2026-08-28 00:00:00,20260828-TITAN-2997703-盘口快照-不形成模拟,法乙,拉瓦勒 vs 格勒诺布尔,成年联赛T2,欧洲五大,阻下/上盘保护,平手/半球,0.8600,1.0200,是
345,2026-08-28,2026-08-28 00:00:00,20260828-TITAN-2997704-盘口快照-不形成模拟,法乙,蒙彼利埃 vs 布洛涅,成年联赛T2,欧洲五大,阻上/降温保护,半球/一球,,,否
346,2026-08-28,2026-08-28 00:00:00,20260828-TITAN-2997705-盘口快照-不形成模拟,法乙,南锡 vs USL敦刻尔克,成年联赛T2,欧洲五大,阻下/上盘保护,平手,0.8600,1.0200,是
347,2026-08-28,2026-08-28 00:00:00,20260828-TITAN-2997707-盘口快照-不形成模拟,法乙,罗德兹 vs 波城,成年联赛T2,欧洲五大,阻上/降温保护,半球/一球,,,否
349,2026-08-28,2026-08-28 00:00:00,20260828-TITAN-2999349-赛况更新-不新建赛前模拟,中美俱杯,CD奥林匹亚 vs 萨普里萨,国内杯赛,其他,阻上/诱下,平手/半球,1.0200,0.8000,是
350,2026-08-28,2026-08-28 00:00:00,20260828-TITAN-2999350-赛况更新-不新建赛前模拟,中美俱杯,拉科鲁尼亚米斯科 vs 阿利亚,国内杯赛,其他,诱上/阻下,平手/半球,1.0700,0.7500,是
351,2026-08-28,2026-08-28 00:00:00,20260828-TITAN-3000925-盘口快照-不形成模拟,瑞士甲,克里恩斯 vs 尼奈斯,成年联赛T2,欧洲非五大,降温保护/诱下,半球/一球,0.8200,1.0600,是
353,2026-08-28,2026-08-28 00:00:00,20260828-TITAN-3000927-盘口快照-不形成模拟,瑞士甲,伊韦尔东 vs 韦尔,成年联赛T2,欧洲非五大,阻上/诱下,一球,1.0500,0.8300,是
356,2026-08-28,2026-08-28 00:00:00,20260828-TITAN-3003547-盘口快照-不形成模拟,比甲,亨克 vs 华斯兰德,成年联赛T1,欧洲非五大,阻下/上盘保护,一球,0.8600,1.0300,是
357,2026-08-28,2026-08-28 00:00:00,20260828-TITAN-3003863-盘口快照-不形成模拟,英超,水晶宫 vs 曼彻斯特城,成年联赛T1,欧洲五大,降温保护/诱下,半球/一球,0.8400,1.0500,是
358,2026-08-28,2026-08-28 00:00:00,20260828-TITAN-3005371-盘口快照-不形成模拟,比乙,哈塞尔特 vs 根特B队,成年联赛T2,欧洲非五大,诱上/阻下,半球,1.2500,0.6600,是
359,2026-08-28,2026-08-28 00:00:00,20260828-TITAN-3005372-盘口快照-不形成模拟,比乙,洛克伦 vs 亨克B队,成年联赛T2,欧洲非五大,诱上/阻下,半球/一球,1.0900,0.7700,是
361,2026-08-28,2026-08-28 00:00:00,20260828-TITAN-3012172-盘口快照-不形成模拟,哥伦乙秋,尤姆博独立 vs 利昂内斯,成年联赛T2,拉美,诱上/阻下,半球/一球,1.0200,0.8000,是
362,2026-08-28,2026-08-28 00:00:00,20260828-TITAN-3012174-盘口快照-不形成模拟,哥伦乙秋,马达莱纳联 vs 奎迪奥,成年联赛T2,拉美,诱上/阻下,半球,1.0000,0.8200,是
363,2026-08-28,2026-08-28 00:00:00,20260828-TITAN-3012276-盘口快照-不形成模拟,俄超,阿克伦陶里亚蒂 vs 莫斯科中央陆军,成年联赛T1,欧洲非五大,诱上/阻下,半球/一球,1.0600,0.8300,是
366,2026-08-28,2026-08-28 00:00:00,20260828-TITAN-3013668-盘口快照-不形成模拟,西甲,桑坦德竞技 vs 埃尔切,成年联赛T1,欧洲五大,阻上/诱下,半球,1.0600,0.8300,是
368,2026-08-28,2026-08-28 00:00:00,20260828-TITAN-3014486-盘口快照-不形成模拟,西协甲,卡些连奴 vs 米兰德斯,成年联赛T3,欧洲五大,阻上/诱下,平手/半球,1.0600,0.7600,是
369,2026-08-28,2026-08-28 00:00:00,20260828-TITAN-3014489-盘口快照-不形成模拟,西协甲,皇家阿维勒斯 vs 庞特贝德拉,成年联赛T3,欧洲五大,阻上/降温保护,平手,,,否
370,2026-08-28,2026-08-28 00:00:00,20260828-TITAN-3018786-盘口快照-不形成模拟,德甲,拜仁慕尼黑 vs 斯图加特,成年联赛T1,欧洲五大,阻上/诱下,两球/两球半,1.0300,0.8600,是
372,2026-08-28,2026-08-28 00:00:00,20260828-TITAN-3019111-盘口快照-不形成模拟,德乙,布伦瑞克 vs 柏林赫塔,成年联赛T2,欧洲五大,阻上/诱下,平手/半球,1.1100,0.7900,是
373,2026-08-28,2026-08-28 00:00:00,20260828-TITAN-3020870-盘口快照-不形成模拟,丹麦乙,阿玛盖尔 vs 齐斯泰兹,成年联赛T3,欧洲非五大,诱上/阻下,半球,1.0200,0.8000,是
375,2026-08-28,2026-08-28 00:00:00,20260828-TITAN-3021963-盘口快照-不形成模拟,俄甲,下卡姆斯克石油 vs 乌法,成年联赛T2,欧洲非五大,诱上/阻下,平手,1.0400,0.7800,是
376,2026-08-28,2026-08-28 00:00:00,20260828-TITAN-3023466-盘口快照-不形成模拟,葡超,里奥阿维 vs 葡萄牙体育,成年联赛T1,欧洲非五大,阻上/降温保护,球半,,,否
378,2026-08-28,2026-08-28 00:00:00,20260828-TITAN-3026712-盘口快照-不形成模拟,土超,根克勒比利吉 vs 埃尔祖鲁姆体育,成年联赛T1,欧洲非五大,阻上/降温保护,半球,,,否
383,2026-08-28,2026-08-28 00:00:00,20260828-TITAN-3032906-盘口快照-不形成模拟,阿联酋甲,阿联酋伊蒂法格 vs 奥鲁巴,成年联赛T2,海湾,降温保护/诱下,半球,1.1200,0.5900,是
384,2026-08-28,2026-08-28 00:00:00,20260828-TITAN-3032907-盘口快照-不形成模拟,阿联酋甲,泰德 vs 城市俱乐部,成年联赛T2,海湾,诱上/阻下,一球,1.1100,0.6000,是
385,2026-08-28,2026-08-28 00:00:00,20260828-TITAN-3032908-盘口快照-不形成模拟,阿联酋甲,富查伊拉 vs 海湾联,成年联赛T2,海湾,诱下/上盘降温,球半,0.8900,0.8100,是
387,2026-08-28,2026-08-28 00:00:00,20260828-TITAN-3037788-盘口快照-不形成模拟,卡塔尔联,卡塔尔体育 vs 萨德,成年联赛T1,海湾,诱下/上盘降温,一球/球半,1.0000,0.8200,是
388,2026-08-28,2026-08-28 00:00:00,20260828-TITAN-3040101-盘口快照-不形成模拟,捷乙,杜库拉 vs 伊赫拉瓦,成年联赛T2,欧洲非五大,降温保护/诱下,半球,0.8500,0.9900,是
389,2026-08-28,2026-08-28 00:00:00,20260828-TITAN-3040719-盘口快照-不形成模拟,意乙,克雷莫纳 vs 摩德纳,成年联赛T2,欧洲五大,降温保护/诱下,平手/半球,0.9800,0.9000,是
390,2026-08-28,2026-08-28 00:00:00,20260828-TITAN-3043180-盘口快照-不形成模拟,捷丙,弗里德克 vs 奥林莫斯B队,成年联赛T3,欧洲非五大,诱上/阻下,平手/半球,1.0600,0.7600,是
392,2026-08-28,2026-08-28 00:00:00,20260828-TITAN-3046958-盘口快照-不形成模拟,沙特联,费哈 vs 艾卜哈,未知分类,海湾,阻上/降温保护,平手/半球,,,否
394,2026-08-28,2026-08-28 00:00:00,20260828-TITAN-3046960-盘口快照-不形成模拟,沙特联,利雅得胜利 vs 布赖代合作,未知分类,海湾,真实示强/阻上,球半/两球,0.9900,0.8900,是
396,2026-08-28,2026-08-28 00:00:00,20260828-TITAN-3051271-盘口快照-不形成模拟,意丙,巴勒塔 vs 巴里,成年联赛T3,欧洲五大,阻上/降温保护,平手/半球,,,否
397,2026-08-28,2026-08-28 00:00:00,20260828-TITAN-3051272-盘口快照-不形成模拟,意丙,卡萨拉诺 vs 久加连奴,成年联赛T3,欧洲五大,诱上/阻下,平手/半球,1.1300,0.7000,是
399,2026-08-28,2026-08-28 00:00:00,20260828-TITAN-3051279-盘口快照-不形成模拟,意丙,斯卡法塔森 vs AZ皮切尔诺,成年联赛T3,欧洲五大,诱上/阻下,平手/半球,0.9800,0.8400,是
400,2026-08-28,2026-08-28 00:00:00,20260828-TITAN-3057131-赛况更新-不新建赛前模拟,阿联酋超,迪拜联合 vs 伊蒂哈德卡尔巴,成年联赛T1,海湾,阻上/降温保护,平手/半球,,,否
403,2026-08-28,2026-08-28 00:00:00,20260828-TITAN-3068107-盘口快照-不形成模拟,克亚乙,雷迪塞瓦特 vs 杜国坡吉,成年联赛T2,欧洲非五大,诱下/上盘降温,平手/半球,0.9500,0.7500,是
404,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-2908728-盘口快照-不形成模拟,美职业,西雅图海湾人 vs 芝加哥火焰,成年联赛T1,北美,阻上/降温保护,平手/半球,,,否
405,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-2908729-盘口快照-不形成模拟,美职业,亚特兰大联 vs 夏洛特FC,成年联赛T1,北美,诱上/阻下,平手,1.0500,0.8400,是
407,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-2908732-盘口快照-不形成模拟,美职业,迈阿密国际 vs CF蒙特利尔,成年联赛T1,北美,阻上/诱下,球半,1.0300,0.8600,是
409,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-2908734-盘口快照-不形成模拟,美职业,多伦多FC vs 纽约城,成年联赛T1,北美,阻下/上盘保护,平手,0.8600,1.0300,是
410,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-2908735-盘口快照-不形成模拟,美职业,休斯敦迪纳摩 vs 圣何塞地震,成年联赛T1,北美,诱上/阻下,半球/一球,1.0900,0.8000,是
411,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-2908736-盘口快照-不形成模拟,美职业,明尼苏达联 vs 奥兰多城,成年联赛T1,北美,阻上/降温保护,半球/一球,,,否
412,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-2908737-盘口快照-不形成模拟,美职业,纳什威尔SC vs 辛辛那提,成年联赛T1,北美,诱上/阻下,半球,1.0500,0.8400,是
413,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-2908738-盘口快照-不形成模拟,美职业,堪萨斯城竞技 vs 温哥华白浪,成年联赛T1,北美,阻上/降温保护,一球/球半,,,否
414,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-2908739-盘口快照-不形成模拟,美职业,科罗拉多急流 vs 皇家盐湖城,成年联赛T1,北美,真实示强/阻上,半球,0.9300,0.9600,是
415,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-2910868-盘口快照-不形成模拟,巴西甲,米内罗竞技 vs 维多利亚,成年联赛T1,拉美,阻上/降温保护,半球/一球,,,否
417,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-2910876-盘口快照-不形成模拟,巴西甲,瓦斯科达伽马 vs 克鲁塞罗,成年联赛T1,拉美,阻上/诱下,半球,1.0600,0.8300,是
419,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-2912256-盘口快照-不形成模拟,瑞典超,赫根 vs 瓦斯特拉斯,成年联赛T1,欧洲非五大,阻上/诱下,一球/球半,1.0400,0.8500,是
420,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-2912257-盘口快照-不形成模拟,瑞典超,哈尔姆斯塔德 vs 卡尔马,成年联赛T1,欧洲非五大,诱上/阻下,平手/半球,1.0700,0.8200,是
421,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-2914671-盘口快照-不形成模拟,瑞典甲,法尔肯堡 vs 布拉格,成年联赛T2,欧洲非五大,阻上/降温保护,半球,,,否
422,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-2914673-盘口快照-不形成模拟,瑞典甲,兰斯科罗纳 vs 奥斯特桑斯,成年联赛T2,欧洲非五大,诱上/阻下,平手,1.0500,0.8400,是
425,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-2916630-盘口快照-不形成模拟,阿乙,拉费尔拿 vs 特里斯顿,成年联赛T2,拉美,阻上/降温保护,平手/半球,,,否
426,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-2916633-盘口快照-不形成模拟,阿乙,博利瓦尔 vs 贝尔格拉诺防卫队,成年联赛T2,拉美,诱上/阻下,平手,0.9800,0.8400,是
427,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-2916634-盘口快照-不形成模拟,阿乙,科勒加勒斯 vs 迈普,成年联赛T2,拉美,诱上/阻下,平手/半球,1.0400,0.7800,是
428,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-2916640-盘口快照-不形成模拟,阿乙,米德兰 vs 新芝加哥,成年联赛T2,拉美,阻上/降温保护,半球/一球,,,否
429,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-2920951-盘口快照-不形成模拟,澳维超,艾云达尔 vs 休城,成年联赛T2,其他,降温保护/诱下,平手/半球,0.9100,0.9800,是
430,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-2920952-盘口快照-不形成模拟,澳维超,乔治十字 vs 南墨尔本,成年联赛T2,其他,降温保护/诱下,半球,1.0500,0.8400,是
431,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-2920953-盘口快照-不形成模拟,澳维超,黑德堡 vs 班特列,成年联赛T2,其他,诱上/阻下,球半,0.9700,0.8500,是
432,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-2920955-盘口快照-不形成模拟,澳维超,欧克莱卡诺 vs 丹德农市,成年联赛T2,其他,阻上/诱下,一球/球半,1.1200,0.7800,是
433,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-2920956-盘口快照-不形成模拟,澳维超,普雷斯顿莱恩 vs 阿东那,成年联赛T2,其他,阻上/降温保护,一球,,,否
434,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-2920957-盘口快照-不形成模拟,澳维超,圣奥尔本斯圣特斯 vs 丹德农迅雷,成年联赛T2,其他,诱上/阻下,球半/两球,1.0100,0.8100,是
435,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-2921229-盘口快照-不形成模拟,智利甲,利马切颜色 vs 维尼亚德马埃弗顿,成年联赛T1,拉美,降温保护/诱下,平手,0.8000,1.0900,是
436,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-2921230-盘口快照-不形成模拟,智利甲,奴伯伦斯 vs 康塞普西翁,成年联赛T1,拉美,诱上/阻下,平手/半球,1.0600,0.8300,是
441,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-2925523-盘口快照-不形成模拟,韩K2联,城南FC vs 首尔衣恋,成年联赛T2,东亚,诱下/上盘降温,平手/半球,0.9800,0.8400,是
442,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-2926303-盘口快照-不形成模拟,智利乙,圣菲利浦联 vs 圣塔克鲁兹,成年联赛T2,拉美,诱上/阻下,平手,0.9100,0.7900,是
443,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-2926304-盘口快照-不形成模拟,智利乙,圣地亚哥漫游者 vs 马加拉内斯,成年联赛T2,拉美,诱下/上盘降温,平手/半球,0.8800,0.8200,是
444,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-2929705-盘口快照-不形成模拟,韩K联,富川FC vs FC安养,成年联赛T1,东亚,阻上/降温保护,平手,,,否
445,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-2929706-盘口快照-不形成模拟,韩K联,蔚山HD vs 金泉尚武,成年联赛T1,东亚,降温保护/诱下,平手/半球,0.8200,1.0700,是
446,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-2931293-盘口快照-不形成模拟,冰岛甲,阿费查尔丁 vs 维斯特瑞,成年联赛T2,欧洲非五大,诱上/阻下,球半/两球,0.9200,0.8400,是
448,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-2931295-盘口快照-不形成模拟,冰岛甲,雷克尼 vs 嘉德维克,成年联赛T2,欧洲非五大,降温保护/诱下,半球,0.8100,0.9500,是
450,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-2937900-盘口快照-不形成模拟,厄瓜甲,山谷独立 vs 基多天主大学,成年联赛T1,拉美,诱上/阻下,半球/一球,1.0400,0.8400,是
451,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-2937904-盘口快照-不形成模拟,厄瓜甲,曼塔 vs 瓜亚基尔巴塞罗那,成年联赛T1,拉美,阻上/诱下,半球,1.0100,0.8700,是
452,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-2937906-盘口快照-不形成模拟,厄瓜甲,瓜亚基尔城 vs 基多体育大学,成年联赛T1,拉美,阻下/上盘保护,平手/半球,0.8500,1.0300,是
453,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-2940147-盘口快照-不形成模拟,巴西乙,保地花高SP vs 库亚巴,成年联赛T2,拉美,诱上/阻下,平手/半球,1.0800,0.8000,是
454,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-2940418-盘口快照-不形成模拟,韩K3联,唐津市民 vs 春川市民,成年联赛T3,东亚,阻上/降温保护,平手/半球,,,否
459,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-2940738-盘口快照-不形成模拟,拉脱超,图库姆斯 vs 叶尔加瓦,未知分类,其他,阻上/诱下,平手/半球,1.0300,0.7900,是
461,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-2942582-盘口快照-不形成模拟,美冠联,埃尔帕索机车 vs 劳顿联,成年联赛T2,北美,阻上/降温保护,半球/一球,,,否
465,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-2942587-盘口快照-不形成模拟,美冠联,路易斯维尔FC vs 底特律城,成年联赛T2,北美,诱下/上盘降温,半球/一球,1.0000,0.8200,是
468,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-2942590-盘口快照-不形成模拟,美冠联,奥克兰根 vs 奥兰治县布鲁斯,成年联赛T2,北美,诱上/阻下,平手/半球,1.1200,0.7100,是
470,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-2944801-盘口快照-不形成模拟,中超,浙江俱乐部绿城 vs 云南玉昆,成年联赛T1,东亚,真实示强/阻上,半球,0.9900,0.8700,是
471,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-2944802-盘口快照-不形成模拟,中超,天津津门虎 vs 青岛西海岸,成年联赛T1,东亚,阻上/诱下,半球,1.0000,0.8600,是
483,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-2962594-盘口快照-不形成模拟,阿甲,图库曼竞技 vs 贝尔格拉诺,成年联赛T1,拉美,阻下/上盘保护,平手,0.8700,1.0200,是
484,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-2962598-盘口快照-不形成模拟,阿甲,利斯特雷 vs 萨斯菲尔德,成年联赛T1,拉美,阻上/降温保护,平手,,,否
485,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-2962600-盘口快照-不形成模拟,阿甲,飓风队 vs 里奥夸尔托学生队,成年联赛T1,拉美,诱上/阻下,半球/一球,1.0700,0.8200,是
486,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-2962604-盘口快照-不形成模拟,阿甲,罗萨里奥中央 vs 拉普拉塔体操,成年联赛T1,拉美,真实示强/阻上,半球/一球,0.9700,0.9200,是
488,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-2993768-盘口快照-不形成模拟,意甲,佛罗伦萨 vs 弗洛西诺尼,成年联赛T1,欧洲五大,诱上/阻下,半球/一球,1.0700,0.8200,是
490,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-2993772-盘口快照-不形成模拟,意甲,蒙扎 vs 乌迪内斯,成年联赛T1,欧洲五大,阻上/降温保护,平手/半球,,,否
492,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-2995317-盘口快照-不形成模拟,法甲,欧塞尔 vs 昂热,成年联赛T1,欧洲五大,阻上/降温保护,半球,,,否
494,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-2995319-盘口快照-不形成模拟,法甲,洛里昂 vs 特鲁瓦,成年联赛T1,欧洲五大,阻下/上盘保护,半球,0.8700,1.0200,是
495,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-2995320-盘口快照-不形成模拟,法甲,里昂 vs 勒阿弗尔,成年联赛T1,欧洲五大,阻上/降温保护,一球/球半,,,否
496,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-2995324-盘口快照-不形成模拟,法甲,斯特拉斯堡 vs 朗斯,成年联赛T1,欧洲五大,阻上/诱下,半球,1.0400,0.8500,是
497,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-2996126-盘口快照-不形成模拟,荷甲,SBV精英 vs 鹿特丹斯巴达,成年联赛T1,欧洲非五大,阻上/诱下,平手/半球,1.0800,0.8100,是
498,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-2996127-盘口快照-不形成模拟,荷甲,阿尔克马尔 vs 前进之鹰,成年联赛T1,欧洲非五大,阻上/降温保护,球半,,,否
500,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-2996441-盘口快照-不形成模拟,荷乙,格拉夫夏普 vs 阿尔梅勒城,成年联赛T2,欧洲非五大,降温保护/诱下,平手,0.8500,1.0300,是
501,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-2997513-盘口快照-不形成模拟,克亚甲,依斯特拉 vs 萨格勒布迪纳摩,成年联赛T1,欧洲非五大,诱下/上盘降温,一球/球半,0.8600,0.8400,是
502,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-2997516-盘口快照-不形成模拟,克亚甲,瓦拉日丁 vs 鲁达士,成年联赛T1,欧洲非五大,诱上/阻下,球半,0.9200,0.7800,是
504,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-2997702-盘口快照-不形成模拟,法乙,甘冈 vs 南特,成年联赛T2,欧洲五大,降温保护/诱下,平手,0.8400,1.0400,是
505,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-2997706-盘口快照-不形成模拟,法乙,红星 vs 兰斯,成年联赛T2,欧洲五大,阻上/诱下,平手/半球,1.0800,0.8000,是
507,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-2998100-盘口快照-不形成模拟,丹麦甲,奥尔堡 vs 靴尔科治,成年联赛T2,欧洲非五大,阻上/诱下,一球,1.0100,0.8800,是
508,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3000043-盘口快照-不形成模拟,日职乙,今治 vs 山形山神,成年联赛T2,东亚,诱上/阻下,平手,1.0700,0.8200,是
509,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3000044-盘口快照-不形成模拟,日职乙,磐城FC vs 新泻天鹅,成年联赛T2,东亚,诱上/阻下,平手,1.1100,0.7900,是
510,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3000045-盘口快照-不形成模拟,日职乙,甲府风林 vs 札幌冈萨多,成年联赛T2,东亚,阻上/降温保护,平手/半球,,,否
511,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3000046-盘口快照-不形成模拟,日职乙,RB大宫松鼠 vs 湘南海洋,成年联赛T2,东亚,阻上/降温保护,半球,,,否
512,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3000047-盘口快照-不形成模拟,日职乙,枥木市FC vs 磐田喜悦,成年联赛T2,东亚,阻上/诱下,平手/半球,1.0700,0.8200,是
513,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3000048-盘口快照-不形成模拟,日职乙,德岛漩涡 vs 大分三神,成年联赛T2,东亚,降温保护/诱下,平手/半球,0.8100,1.0800,是
516,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3000051-盘口快照-不形成模拟,日职乙,仙台维加泰 vs 宫崎棒牛鸟,成年联赛T2,东亚,阻上/降温保护,平手/半球,,,否
518,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3000423-盘口快照-不形成模拟,日职联,大阪钢巴 vs 广岛三箭,成年联赛T1,东亚,阻上/诱下,一球,1.0900,0.8000,是
519,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3000424-盘口快照-不形成模拟,日职联,川崎前锋 vs 千叶市原,成年联赛T1,东亚,阻下/上盘保护,一球,0.8500,1.0400,是
521,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3000426-盘口快照-不形成模拟,日职联,水户蜀葵 vs 町田泽维亚,成年联赛T1,东亚,诱上/阻下,半球,1.0600,0.8300,是
522,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3000427-盘口快照-不形成模拟,日职联,名古屋鲸八 vs 冈山绿雉,成年联赛T1,东亚,阻下/上盘保护,平手,0.8700,1.0200,是
523,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3000428-盘口快照-不形成模拟,日职联,清水鼓动 vs 柏太阳神,成年联赛T1,东亚,阻上/诱下,半球,1.0400,0.8500,是
524,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3000429-盘口快照-不形成模拟,日职联,浦和红钻 vs 横滨水手,成年联赛T1,东亚,阻上/降温保护,平手/半球,,,否
525,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3000430-盘口快照-不形成模拟,日职联,东京绿茵 vs 鹿岛鹿角,成年联赛T1,东亚,降温保护/诱下,半球,0.9200,0.9500,是
526,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3000431-盘口快照-不形成模拟,日职联,神户胜利船 vs 大阪樱花,成年联赛T1,东亚,降温保护/诱下,平手/半球,0.8400,1.0500,是
527,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3000432-盘口快照-不形成模拟,日职联,长崎成功丸 vs FC东京,成年联赛T1,东亚,诱上/阻下,半球/一球,1.1200,0.7800,是
530,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3000799-盘口快照-不形成模拟,瑞士超,年轻人 vs 巴塞尔,成年联赛T1,欧洲非五大,阻上/降温保护,一球,,,否
534,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3001160-盘口快照-不形成模拟,日职丙,FC琉球 vs SC相模原,成年联赛T3,东亚,阻上/降温保护,平手/半球,,,否
535,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3003548-盘口快照-不形成模拟,比甲,拉路维尔 vs 梅赫伦,成年联赛T1,欧洲非五大,阻上/降温保护,平手/半球,,,否
537,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3003550-盘口快照-不形成模拟,比甲,旧海弗莱鲁汶 vs 标准列日,成年联赛T1,欧洲非五大,阻上/降温保护,平手/半球,,,否
539,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3003859-盘口快照-不形成模拟,英超,伯恩茅斯 vs 埃弗顿,成年联赛T1,欧洲五大,阻上/降温保护,半球,,,否
540,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3003862-盘口快照-不形成模拟,英超,考文垂 vs 赫尔城,成年联赛T1,欧洲五大,阻上/诱下,半球/一球,1.0300,0.8600,是
541,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3003865-盘口快照-不形成模拟,英超,利物浦 vs 诺丁汉森林,成年联赛T1,欧洲五大,阻上/降温保护,一球/球半,,,否
543,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3005373-盘口快照-不形成模拟,比乙,安德莱赫特B队 vs 比斯查,成年联赛T2,欧洲非五大,诱上/阻下,一球,1.0000,0.8200,是
544,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3005374-盘口快照-不形成模拟,比乙,RFC列日 vs 登德,成年联赛T2,欧洲非五大,诱下/上盘降温,平手,0.9900,0.8300,是
545,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3005375-盘口快照-不形成模拟,比乙,艾斯登 vs 布鲁日B队,成年联赛T2,欧洲非五大,诱上/阻下,半球,0.9800,0.8400,是
