日期,赛事,比赛,市场框架,模拟盘口/价格,模拟方向,赛果,模拟盈亏单位,模型更新
2026-09-05,英甲,巴恩斯利 vs 斯蒂文尼奇,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,巴恩斯利1-5斯蒂文尼奇,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,英甲,布拉德福德 vs 曼斯菲尔德,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,布拉德福德1-0曼斯菲尔德,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,英甲,莱斯特城 vs 牛津联队,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,莱斯特城0-4牛津联队,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,英甲,雷丁 vs 布莱克浦,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,雷丁3-1布莱克浦,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,英甲,韦康比流浪者 vs 米尔顿凯恩斯,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,韦康比流浪者3-3米尔顿凯恩斯,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,英超,富勒姆 vs 水晶宫,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,富勒姆2-3水晶宫,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,英超,布伦特福德 vs 桑德兰,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,布伦特福德1-1桑德兰,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,英超,布莱顿 vs 利兹联,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,布莱顿1-1利兹联,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,英超,曼彻斯特城 vs 考文垂,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,曼彻斯特城1-0考文垂,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,英超,诺丁汉森林 vs 托特纳姆热刺,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,诺丁汉森林0-0托特纳姆热刺,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,英足总杯,伯利 vs 威森肖FC,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,赛果未匹配待人工核验,不计,过期待赛已清理；需补充Flashscore/球探历史或人工核验
2026-09-05,英足总杯,佳福斯镇AFC vs 曼彻斯特FC,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,赛果未匹配待人工核验,不计,过期待赛已清理；需补充Flashscore/球探历史或人工核验
2026-09-05,英足总杯,克利索普斯城 vs 纽卡斯尔城FC,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,赛果未匹配待人工核验,不计,过期待赛已清理；需补充Flashscore/球探历史或人工核验
2026-09-05,英足总杯,剑桥城 vs 莫尔登蒂普特里,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,赛果未匹配待人工核验,不计,过期待赛已清理；需补充Flashscore/球探历史或人工核验
2026-09-05,英足总杯,哈姆雷特 vs 东格林斯特德镇,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,赛果未匹配待人工核验,不计,过期待赛已清理；需补充Flashscore/球探历史或人工核验
2026-09-05,英足总杯,沃灵顿瑞兰 vs 海德联,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,赛果未匹配待人工核验,不计,过期待赛已清理；需补充Flashscore/球探历史或人工核验
2026-09-05,英足总杯,法弗舍姆镇 vs 威灵,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,赛果未匹配待人工核验,不计,过期待赛已清理；需补充Flashscore/球探历史或人工核验
2026-09-05,英足总杯,班巴布利治 vs 特拉福德,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,赛果未匹配待人工核验,不计,过期待赛已清理；需补充Flashscore/球探历史或人工核验
2026-09-05,英足总杯,艾尔佛莱顿 vs 斯特拉特福镇,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,赛果未匹配待人工核验,不计,过期待赛已清理；需补充Flashscore/球探历史或人工核验
2026-09-05,英足总杯,阿芙罗 vs 威顿,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,赛果未匹配待人工核验,不计,过期待赛已清理；需补充Flashscore/球探历史或人工核验
2026-09-05,非冠杯,安多哈拉诺福齐 vs 利贾巴托,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,赛果未匹配待人工核验,不计,过期待赛已清理；需补充Flashscore/球探历史或人工核验
2026-09-05,西乙,希洪竞技 vs 赫罗纳,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,希洪竞技0-2赫罗纳,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,西甲,毕尔巴鄂竞技 vs 马德里竞技,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,毕尔巴鄂竞技3-0马德里竞技,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,奥地利杯,奥地利萨尔斯堡 vs 第一维也纳,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,奥地利萨尔斯堡0-4第一维也纳,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,德丙,埃森 vs 科隆胜利,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,埃森1-0科隆胜利,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,荷甲,奈梅亨 vs 费耶诺德,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,奈梅亨1-3费耶诺德,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,葡甲,本菲卡B队 vs 杜连斯,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,本菲卡B队0-2杜连斯,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,葡甲,费伦斯 vs 葡萄牙体育B队,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,费伦斯1-3葡萄牙体育B队,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,葡超,阿马多拉 vs 法马利康,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,阿马多拉2-2法马利康,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,西协甲,米兰德斯 vs UD欧云斯,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,米兰德斯2-0UD欧云斯,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,非冠杯,雏鹰FC vs 锡达马,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,赛果未匹配待人工核验,不计,过期待赛已清理；需补充Flashscore/球探历史或人工核验
2026-09-05,乌克超,卡帕迪 vs 顿涅茨克矿工,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,卡帕迪1-2顿涅茨克矿工,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,保乙,伊塔尔 vs 索菲亚中央陆军B队,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,赛果未匹配待人工核验,不计,过期待赛已清理；需补充Flashscore/球探历史或人工核验
2026-09-05,保乙,多布鲁察 vs 贝尔罗,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,赛果未匹配待人工核验,不计,过期待赛已清理；需补充Flashscore/球探历史或人工核验
2026-09-05,保乙,延特拉 vs 马历克,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,赛果未匹配待人工核验,不计,过期待赛已清理；需补充Flashscore/球探历史或人工核验
2026-09-05,保乙,弗拉特里亚 vs 布尔加斯1919,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,赛果未匹配待人工核验,不计,过期待赛已清理；需补充Flashscore/球探历史或人工核验
2026-09-05,克亚乙,杜国坡吉 vs 扎达拉洛维,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,赛果未匹配待人工核验,不计,过期待赛已清理；需补充Flashscore/球探历史或人工核验
2026-09-05,克亚乙,雷迪塞瓦特 vs 瑟格斯塔,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,赛果未匹配待人工核验,不计,过期待赛已清理；需补充Flashscore/球探历史或人工核验
2026-09-05,克亚甲,萨格勒布迪纳摩 vs HNK哥里卡,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,萨格勒布迪纳摩1-0HNK哥里卡,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,奥地利杯,SV莱塔普 vs WSG蒂罗尔,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,SV莱塔普0-4WSG蒂罗尔,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,奥女杯,格拉茨AK女足 vs LASK林兹女足,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,赛果未匹配待人工核验,不计,过期待赛已清理；需补充Flashscore/球探历史或人工核验
2026-09-05,捷丙,卡拉路夫 vs 多马日利采,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,赛果未匹配待人工核验,不计,过期待赛已清理；需补充Flashscore/球探历史或人工核验
2026-09-05,爱足杯,圣帕特里克 vs 波希米亚人,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,圣帕特里克0-0波希米亚人,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,瑞典甲,布拉格 vs 松兹瓦尔,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,布拉格0-1松兹瓦尔,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,瑞典甲,赫尔辛堡 vs 桑德维根斯,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,赫尔辛堡0-2桑德维根斯,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,约旦杯,摩押俱乐部 vs 艾沙赫,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,赛果未匹配待人工核验,不计,过期待赛已清理；需补充Flashscore/球探历史或人工核验
2026-09-05,芬兰杯,图尔库国际<font color=#880000>(中)</font> vs 赫尔辛基,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,图尔库国际<font color=#880000>(中)</font>1-0赫尔辛基,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,阿联酋甲,阿尔富伊拉 vs 酋长,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,阿尔富伊拉1-0酋长,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,非联杯,射击之星 vs 斯法克斯,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,赛果未匹配待人工核验,不计,过期待赛已清理；需补充Flashscore/球探历史或人工核验
2026-09-05,阿联酋甲,城市俱乐部 vs 阿联酋伊蒂法格,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,赛果未匹配待人工核验,不计,过期待赛已清理；需补充Flashscore/球探历史或人工核验
2026-09-05,阿联酋甲,迪拜365 FC vs 哈利亚,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,赛果未匹配待人工核验,不计,过期待赛已清理；需补充Flashscore/球探历史或人工核验
2026-09-05,乌兹超,克孜勒库姆 vs 布哈拉,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,克孜勒库姆3-2布哈拉,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,意乙,阿斯科利 vs 贝内文托,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,阿斯科利1-0贝内文托,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,法甲,朗斯 vs 洛里昂,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,朗斯0-1洛里昂,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,南非超,瑟库库内联 vs TS银河,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,瑟库库内联0-0TS银河,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,奥地利杯,特赖斯基兴 vs 奥地利维也纳,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,特赖斯基兴0-6奥地利维也纳,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,意甲女杯,AS罗马女足 vs 佛罗伦萨女足,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,赛果未匹配待人工核验,不计,过期待赛已清理；需补充Flashscore/球探历史或人工核验
2026-09-05,意甲女杯,森索罗女足 vs 特拉纳女足,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,赛果未匹配待人工核验,不计,过期待赛已清理；需补充Flashscore/球探历史或人工核验
2026-09-05,瑞典超,瓦斯特拉斯 vs 天狼星,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,瓦斯特拉斯0-1天狼星,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,科威特联,阿尔科威特 vs 杰拉,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,阿尔科威特1-0杰拉,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,伊拉联,扎克赫 vs 塔拉巴,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,赛果未匹配待人工核验,不计,过期待赛已清理；需补充Flashscore/球探历史或人工核验
2026-09-05,沙特联,费萨里哈曼 vs 哈森姆,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,费萨里哈曼0-0哈森姆,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,沙特联,布赖代合作 vs 哈萨征服,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,布赖代合作0-0哈萨征服,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,丹麦超,奥胡斯 vs 锡尔克堡,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,奥胡斯2-2锡尔克堡,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,俄超,罗斯托夫 vs 沃罗涅日火炬,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,罗斯托夫3-1沃罗涅日火炬,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,冰岛乙,弗查达比德莱克尼尔 vs 达尔维克,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,赛果未匹配待人工核验,不计,过期待赛已清理；需补充Flashscore/球探历史或人工核验
2026-09-05,冰岛乙,马格尼 vs 卡里,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,赛果未匹配待人工核验,不计,过期待赛已清理；需补充Flashscore/球探历史或人工核验
2026-09-05,意丙,克罗托内 vs 巴勒塔,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,克罗托内2-2巴勒塔,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,意丙,圭多尼亚 vs 皮阿尼斯,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,圭多尼亚1-0皮阿尼斯,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,意丙,坎伯巴索 vs 古比奥,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,坎伯巴索2-4古比奥,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,意丙,拉蒂那 vs 福尔利,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,拉蒂那2-0福尔利,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,意甲,国际米兰 vs 那不勒斯,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,国际米兰3-2那不勒斯,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,挪超,布兰 vs 利勒斯特罗姆,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,布兰1-2利勒斯特罗姆,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,捷丙,赫拉尼斯 vs 维霍维纳,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,赛果未匹配待人工核验,不计,过期待赛已清理；需补充Flashscore/球探历史或人工核验
2026-09-05,捷乙,奥帕瓦 vs 杜库拉,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,奥帕瓦1-2杜库拉,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,捷甲,阿蒂斯布尔诺 vs 比尔森胜利,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,阿蒂斯布尔诺0-3比尔森胜利,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,瑞士超,年轻人 vs 卢塞恩,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,年轻人3-3卢塞恩,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,瑞士超,瓦杜兹 vs 洛桑,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,瓦杜兹3-1洛桑,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,葡乙,甘马雷斯B队 vs 泰罗芬斯,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,甘马雷斯B队0-0泰罗芬斯,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,葡乙,马夫拉 vs 科维良,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,马夫拉1-0科维良,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,西协甲,伊维萨 vs 瑞欧马加达宏达,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,伊维萨2-1瑞欧马加达宏达,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,阿乙曼特秋,多科苏德体育会 vs BsAs交流会,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,赛果未匹配待人工核验,不计,过期待赛已清理；需补充Flashscore/球探历史或人工核验
2026-09-05,非冠杯,圣佩德罗FC vs 流浪联,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,赛果未匹配待人工核验,不计,过期待赛已清理；需补充Flashscore/球探历史或人工核验
2026-09-05,非冠杯,毒蛇 vs 努瓦迪布,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,赛果未匹配待人工核验,不计,过期待赛已清理；需补充Flashscore/球探历史或人工核验
2026-09-05,非联杯,大学俱乐部 vs 卡布斯科普,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,赛果未匹配待人工核验,不计,过期待赛已清理；需补充Flashscore/球探历史或人工核验
2026-09-05,卡塔尔联,萨德 vs 加拉法,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,萨德4-1加拉法,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,比甲,梅赫伦 vs 韦斯特洛,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,梅赫伦0-4韦斯特洛,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
