date,match,result,pnl,source
2026-09-06,帕多夫 vs 沃尔夫斯伯格,帕多夫1-1沃尔夫斯伯格,不计,Titan007快照
2026-09-06,奥达里加 vs 格洛比纳,奥达里加1-0格洛比纳,不计,Titan007快照
2026-09-06,利恩 vs 埃格尔森德,利恩1-1埃格尔森德,不计,Titan007快照
2026-09-06,莫尔德 vs KFUM奥斯陆,莫尔德2-0KFUM奥斯陆,不计,Titan007快照
2026-09-06,萨普斯堡 vs 瓦勒伦加,萨普斯堡2-2瓦勒伦加,不计,Titan007快照
2026-09-06,波夫塔维 vs 布拉格斯巴达B队,赛果未匹配待人工核验,不计,missing
2026-09-06,泽尼特卡斯拉夫 vs 本纳特凯,赛果未匹配待人工核验,不计,missing
2026-09-06,渥恩斯多夫 vs 韦尔科哈姆雷,赛果未匹配待人工核验,不计,missing
2026-09-06,索科尔布洛赞尼 vs 治鲁迪,赛果未匹配待人工核验,不计,missing
2026-09-06,萨拉曼卡 vs 奥索尔诺,赛果未匹配待人工核验,不计,missing
2026-09-06,德利城 vs 邓多克,德利城4-2邓多克,不计,Titan007快照
2026-09-06,葡萄牙体育会 vs 奥利维伦斯,葡萄牙体育会3-1奥利维伦斯,不计,Titan007快照
2026-09-06,埃努古流浪者 vs 索贝马,赛果未匹配待人工核验,不计,missing
2026-09-06,梅德亚马 vs 马泽姆比,赛果未匹配待人工核验,不计,missing
2026-09-06,科隆杜 vs 史塔德马里安,赛果未匹配待人工核验,不计,missing
2026-09-06,福特维尔图斯 vs 迪巴,赛果未匹配待人工核验,不计,missing
2026-09-06,维罗纳 vs 阿雷佐,维罗纳5-0阿雷佐,不计,Titan007快照
2026-09-06,昂热 vs 雷恩,昂热1-2雷恩,不计,Titan007快照
2026-09-06,莫斯科迪纳摩 vs 莫斯科斯巴达,莫斯科迪纳摩2-1莫斯科斯巴达,不计,Titan007快照
2026-09-06,恺撒酋长 vs 西维勒,恺撒酋长3-2西维勒,不计,Titan007快照
2026-09-06,法兰克福 vs 奥格斯堡,法兰克福1-4奥格斯堡,不计,Titan007快照
2026-09-06,比查格 vs 阿伦达尔,比查格4-0阿伦达尔,不计,Titan007快照
2026-09-06,安托法加斯塔 vs 雷科莱塔体育,赛果未匹配待人工核验,不计,missing
2026-09-06,塞雷那 vs 奴伯伦斯,塞雷那2-1奴伯伦斯,不计,Titan007快照
2026-09-06,阿森纳 vs 切尔西,阿森纳2-1切尔西,不计,Titan007快照
2026-09-06,ASC卡拉 vs ASEC米莫萨,赛果未匹配待人工核验,不计,missing
2026-09-06,萨尔米亚 vs Al沙希尔,赛果未匹配待人工核验,不计,missing
2026-09-06,布隆德比 vs 兰讷斯,布隆德比0-3兰讷斯,不计,Titan007快照
2026-09-06,佩斯卡拉 vs 拉维纳,佩斯卡拉0-0拉维纳,不计,Titan007快照
2026-09-06,阿尔塔穆拉 vs 萨沃亚,阿尔塔穆拉0-2萨沃亚,不计,Titan007快照
2026-09-06,雷吉亚纳 vs 瓦多,雷吉亚纳3-1瓦多,不计,Titan007快照
2026-09-06,博洛尼亚 vs 萨索洛,博洛尼亚2-2萨索洛,不计,Titan007快照
2026-09-06,赫拉德茨克拉洛韦 vs 布拉格斯巴达,赫拉德茨克拉洛韦2-1布拉格斯巴达,不计,Titan007快照
2026-09-06,乔奥维尔 vs 马尔寇,乔奥维尔0-0马尔寇,不计,Titan007快照
2026-09-06,路勒坦诺 vs 卢西塔诺艾芙拉,路勒坦诺1-0卢西塔诺艾芙拉,不计,Titan007快照
2026-09-06,卡米尼罗斯 vs 基尔梅斯阿根廷,卡米尼罗斯1-0基尔梅斯阿根廷,不计,Titan007快照
2026-09-06,迪赫弗 vs 阿尔纳斯,赛果未匹配待人工核验,不计,missing
2026-09-06,本菲卡女足 vs 波图女足,赛果未匹配待人工核验,不计,missing
2026-09-06,毕尔巴鄂竞技B队 vs 皇家阿维勒斯,毕尔巴鄂竞技B队2-1皇家阿维勒斯,不计,Titan007快照
2026-09-06,穆尔西亚 vs 特鲁埃尔,穆尔西亚4-0特鲁埃尔,不计,Titan007快照
2026-09-06,艾斯马度华 vs 费罗尔竞技,艾斯马度华1-0费罗尔竞技,不计,Titan007快照
2026-09-06,艾科坎 vs CE欧罗巴,艾科坎0-0CE欧罗巴,不计,Titan007快照
2026-09-06,赫库斯 vs 马德里竞技B队,赫库斯0-2马德里竞技B队,不计,Titan007快照
2026-09-06,迪哈夫拉 vs 阿布扎比统一,迪哈夫拉0-1阿布扎比统一,不计,Titan007快照
2026-09-06,安德莱赫特 vs 亨克,安德莱赫特0-0亨克,不计,Titan007快照
2026-09-06,卡斯迪隆 vs 阿尔巴塞特,卡斯迪隆2-0阿尔巴塞特,不计,Titan007快照
2026-09-06,阿拉维斯 vs 奥萨苏纳,阿拉维斯5-2奥萨苏纳,不计,Titan007快照
2026-09-06,马拉加 vs 莱万特,马拉加0-0莱万特,不计,Titan007快照
2026-09-06,塔古雷姆泊 vs 奥瑞多拉巴斯,赛果未匹配待人工核验,不计,missing
2026-09-06,卡洛华克 vs 贺瓦斯,赛果未匹配待人工核验,不计,missing
2026-09-06,FC阿塞里 vs 卡里阿利,赛果未匹配待人工核验,不计,missing
2026-09-06,萨尔基 vs AD罗萨里奥,赛果未匹配待人工核验,不计,missing
2026-09-06,安塔利亚体育 vs 锡瓦斯体育,安塔利亚体育1-2锡瓦斯体育,不计,Titan007快照
2026-09-06,贝特曼 vs 卡拉古拉克,贝特曼4-3卡拉古拉克,不计,Titan007快照
2026-09-06,特拉布宗体育 vs 根克勒比利吉,特拉布宗体育5-0根克勒比利吉,不计,Titan007快照
2026-09-06,科贾埃利体育 vs 萨姆松体育,科贾埃利体育1-0萨姆松体育,不计,Titan007快照
2026-09-06,莱里亚 vs 朴迪莫伦斯,莱里亚1-0朴迪莫伦斯,不计,Titan007快照
2026-09-06,吉马良斯 vs 卡萨比亚,吉马良斯0-0卡萨比亚,不计,Titan007快照
2026-09-06,泽德FC vs 吉布提电信,赛果未匹配待人工核验,不计,missing
2026-09-06,克里斯蒂安松 vs 特罗姆瑟,克里斯蒂安松2-0特罗姆瑟,不计,Titan007快照
2026-09-06,法兰波垒斯 vs 洛克伦,法兰波垒斯3-0洛克伦,不计,Titan007快照
2026-09-06,华斯兰德 vs 旧海弗莱鲁汶,华斯兰德3-0旧海弗莱鲁汶,不计,Titan007快照
2026-09-06,幸运科隆 vs 杜塞尔多夫,幸运科隆0-0杜塞尔多夫,不计,Titan007快照
2026-09-06,克雷莫纳 vs 帕多瓦,克雷莫纳3-1帕多瓦,不计,Titan007快照
2026-09-06,加里宁格勒巴蒂卡 vs 莫斯科火车头,加里宁格勒巴蒂卡0-1莫斯科火车头,不计,Titan007快照
2026-09-06,希金斯 vs 拉卡莱拉联,希金斯2-1拉卡莱拉联,不计,Titan007快照
2026-09-06,罗萨里奥中央 vs 纽维尔老男孩,罗萨里奥中央1-1纽维尔老男孩,不计,Titan007快照
2026-09-06,艾沙比KUW vs 卡斯马,艾沙比KUW2-3卡斯马,不计,Titan007快照
2026-09-06,比路朴 vs 萨格勒布火车头,比路朴2-1萨格勒布火车头,不计,Titan007快照
2026-09-06,纳考 vs 圣卡塔琳娜,赛果未匹配待人工核验,不计,missing
2026-09-06,维拉斯克斯 vs 里尔尤文图德桑河,维拉斯克斯1-1里尔尤文图德桑河,不计,Titan007快照
2026-09-06,卡洛斯卡萨雷斯农业 vs 拉费尔拿,卡洛斯卡萨雷斯农业2-0拉费尔拿,不计,Titan007快照
2026-09-06,圣米格尔 vs 戈多伊克鲁斯,圣米格尔1-2戈多伊克鲁斯,不计,Titan007快照
2026-09-06,乌尔基萨大学 vs 梅洛小阿根廷,乌尔基萨大学2-0梅洛小阿根廷,不计,Titan007快照
2026-09-06,利涅尔斯 vs 拉费雷尔,利涅尔斯2-2拉费雷尔,不计,Titan007快照
2026-09-06,维拉圣卡罗斯 vs 布朗安德奎,维拉圣卡罗斯0-0布朗安德奎,不计,Titan007快照
2026-09-06,萨莫拉 vs 洛格朗尼斯,萨莫拉1-2洛格朗尼斯,不计,Titan007快照
2026-09-06,圣胡安圣马丁 vs 米德兰,圣胡安圣马丁3-2米德兰,不计,Titan007快照
2026-09-06,阿马格罗 vs 祖祖尔甘拿斯亚,阿马格罗1-2祖祖尔甘拿斯亚,不计,Titan007快照
2026-09-06,尤文图斯 vs AC米兰,尤文图斯1-1AC米兰,不计,Titan007快照
2026-09-06,马赛 vs 巴黎FC,马赛2-3巴黎FC,不计,Titan007快照
2026-09-06,希卡拉尔 vs 克波斯坎布特,赛果未匹配待人工核验,不计,missing
2026-09-06,亚松森自由 vs 鲁毕奥,亚松森自由4-2鲁毕奥,不计,Titan007快照
2026-09-06,克鲁塞罗 vs 巴拉纳竞技,克鲁塞罗3-1巴拉纳竞技,不计,Titan007快照
2026-09-06,巴西国际 vs 桑托斯,巴西国际2-3桑托斯,不计,Titan007快照
2026-09-06,瑞模贝雷 vs 弗拉门戈,瑞模贝雷0-1弗拉门戈,不计,Titan007快照
2026-09-06,卡塞塔纳 vs 斯卡法塔森,卡塞塔纳2-2斯卡法塔森,不计,Titan007快照
2026-09-06,奇塔代拉 vs 隆美辛尼,奇塔代拉2-1隆美辛尼,不计,Titan007快照
2026-09-06,奥斯皮塔莱托 vs 阿济纳诺基安波,奥斯皮塔莱托3-1阿济纳诺基安波,不计,Titan007快照
2026-09-06,布雷西亚 vs 加尔维纳,布雷西亚1-0加尔维纳,不计,Titan007快照
2026-09-06,福贾 vs 切里尼奥拉,福贾0-2切里尼奥拉,不计,Titan007快照
2026-09-06,体育联合会 vs 圣地亚哥早晨,赛果未匹配待人工核验,不计,missing
2026-09-06,圣胡安北部 vs 塔里亚大学,赛果未匹配待人工核验,不计,missing
2026-09-06,石油独立 vs 玻利瓦尔,石油独立0-4玻利瓦尔,不计,Titan007快照
2026-09-06,阿尔梅里亚 vs 加的斯,阿尔梅里亚3-2加的斯,不计,Titan007快照
2026-09-06,西班牙人 vs 塞维利亚,西班牙人1-1塞维利亚,不计,Titan007快照
2026-09-06,CA坦波利 vs 科勒加勒斯,CA坦波利3-1科勒加勒斯,不计,Titan007快照
2026-09-06,查克佛伊维 vs 卡塞罗斯学生队,查克佛伊维1-0卡塞罗斯学生队,不计,Titan007快照
2026-09-06,玛德恩 vs 博利瓦尔,玛德恩3-1博利瓦尔,不计,Titan007快照
2026-09-06,迈普 vs 帕特罗纳图,迈普0-0帕特罗纳图,不计,Titan007快照
2026-09-06,马格里布菲斯 vs 雷伊姆,赛果未匹配待人工核验,不计,missing
2026-09-06,吉维森特 vs 维塞乌,吉维森特0-1维塞乌,不计,Titan007快照
2026-09-06,雷提斯塔 vs 芬斯,赛果未匹配待人工核验,不计,missing
2026-09-06,华奇巴托 vs 科洛科洛,华奇巴托0-0科洛科洛,不计,Titan007快照
2026-09-06,北索尔塔中央 vs 阿尔米兰提布朗,北索尔塔中央0-0阿尔米兰提布朗,不计,Titan007快照
2026-09-06,圭梅斯竞技 vs 甘拿斯亚迪罗,圭梅斯竞技1-3甘拿斯亚迪罗,不计,Titan007快照
2026-09-06,拉努斯 vs 防卫者,拉努斯1-0防卫者,不计,Titan007快照
2026-09-06,科尔多瓦中央SDE vs 阿根廷独立,科尔多瓦中央SDE0-1阿根廷独立,不计,Titan007快照
2026-09-06,德芬 vs 基多天主大学,德芬0-1基多天主大学,不计,Titan007快照
2026-09-06,波哥大国际 vs 阿古拉斯多拉达斯,波哥大国际2-2阿古拉斯多拉达斯,不计,Titan007快照
2026-09-06,卢捷诺体育会 vs 艾美利亚诺体育,卢捷诺体育会1-2艾美利亚诺体育,不计,Titan007快照
2026-09-06,庞特普雷塔 vs 圣贝纳多,赛果未匹配待人工核验,不计,missing
2026-09-06,博塔弗戈 vs 帕尔梅拉斯,赛果未匹配待人工核验,不计,missing
2026-09-06,莱昂 vs 墨西哥美洲,赛果未匹配待人工核验,不计,missing
2026-09-06,最强者 vs 皇家托马亚波,赛果未匹配待人工核验,不计,missing
2026-09-06,波特兰松之心 vs 西切斯特,赛果未匹配待人工核验,不计,missing
2026-09-06,河床 vs 门多萨独立,赛果未匹配待人工核验,不计,missing
2026-09-06,科林蒂安 vs 沙佩科恩斯,赛果未匹配待人工核验,不计,missing
2026-09-06,帕莱斯蒂诺 vs 康塞普西翁大学,赛果未匹配待人工核验,不计,missing
2026-09-06,佩雷拉 vs 百万富翁,赛果未匹配待人工核验,不计,missing
2026-09-06,奥卡斯 vs 瓜亚基尔巴塞罗那,奥卡斯1-1瓜亚基尔巴塞罗那,不计,Titan007快照
2026-09-06,库恩卡 vs 利伯塔德洛哈,库恩卡0-1利伯塔德洛哈,不计,Titan007快照
2026-09-06,国民波托斯 vs 布鲁明,国民波托斯2-1布鲁明,不计,Titan007快照
2026-09-06,竞技俱乐部 vs 图库曼竞技,竞技俱乐部1-2图库曼竞技,不计,Titan007快照
2026-09-06,AC科富帕 vs AD格雷西亚,赛果未匹配待人工核验,不计,missing
2026-09-06,托卢卡 vs 蒙特雷,托卢卡2-0蒙特雷,不计,Titan007快照
2026-09-07,伊斯坦堡士邦 vs 厄德尔,伊斯坦堡士邦1-2厄德尔,不计,Titan007快照
2026-09-07,厄洛克士邦 vs 开塞利体育,厄洛克士邦0-3开塞利体育,不计,Titan007快照
2026-09-07,塞哈特海湾 vs 利雅得体育,塞哈特海湾0-0利雅得体育,不计,Titan007快照
2026-09-07,喀山红宝石 vs 格罗兹尼特里克,喀山红宝石1-1格罗兹尼特里克,不计,Titan007快照
2026-09-07,卡利亚里 vs 莱切,卡利亚里1-0莱切,不计,Titan007快照
2026-09-07,中日德兰 vs 北西兰,中日德兰2-2北西兰,不计,Titan007快照
2026-09-07,文尼沙BB vs 布尔萨体育,文尼沙BB1-2布尔萨体育,不计,Titan007快照
2026-09-07,马兰迪BB vs 波德鲁姆士邦,马兰迪BB1-0波德鲁姆士邦,不计,Titan007快照
2026-09-07,哥兹塔比 vs 加济安泰普大都会,哥兹塔比2-4加济安泰普大都会,不计,Titan007快照
2026-09-07,里泽体育 vs 阿拉尼亚体育,里泽体育0-1阿拉尼亚体育,不计,Titan007快照
2026-09-07,卡尔马 vs 尤尔加登,卡尔马0-1尤尔加登,不计,Titan007快照
2026-09-07,米亚尔比 vs 哥德堡,米亚尔比1-4哥德堡,不计,Titan007快照
2026-09-07,马尔默 vs 索尔纳,马尔默0-0索尔纳,不计,Titan007快照
2026-09-07,鲁席塔尼亚FC vs AVS俱乐部,鲁席塔尼亚FC2-1AVS俱乐部,不计,Titan007快照
2026-09-07,赫塔菲 vs 塞尔塔,赫塔菲1-1塞尔塔,不计,Titan007快照
2026-09-07,奥雷布洛 vs 奥斯特桑斯,奥雷布洛0-1奥斯特桑斯,不计,Titan007快照
2026-09-07,利雅得新月 vs 新未来城体育,利雅得新月0-2新未来城体育,不计,Titan007快照
2026-09-07,巴勒莫 vs 桑普多利亚,巴勒莫3-1桑普多利亚,不计,Titan007快照
2026-09-07,萨瓦德尔 vs 科尔多瓦,萨瓦德尔3-2科尔多瓦,不计,Titan007快照
2026-09-07,乌迪内斯 vs 拉齐奥,乌迪内斯1-2拉齐奥,不计,Titan007快照
2026-09-07,南特 vs 南锡,南特1-0南锡,不计,Titan007快照
2026-09-07,亚松森瓜拉尼 vs 雷科莱塔,亚松森瓜拉尼2-0雷科莱塔,不计,Titan007快照
2026-09-07,布罗姆利 vs AFC温布尔登,布罗姆利0-2AFC温布尔登,不计,Titan007快照
2026-09-07,埃斯托里尔 vs 阿罗卡,埃斯托里尔0-0阿罗卡,不计,Titan007快照
2026-09-07,埃尔切 vs 皇家社会,埃尔切2-3皇家社会,不计,Titan007快照
2026-09-07,新芝加哥 vs 基尔梅斯,新芝加哥1-0基尔梅斯,不计,Titan007快照
2026-09-07,波特诺山丘 vs 巴拉圭国民,波特诺山丘1-0巴拉圭国民,不计,Titan007快照
2026-09-07,拉尼洛斯 vs 托利马体育,赛果未匹配待人工核验,不计,missing
2026-09-07,维多利亚 vs 格雷米奥,赛果未匹配待人工核验,不计,missing
2026-09-07,利马切颜色 vs 科布雷索,赛果未匹配待人工核验,不计,missing
