日期,赛事,比赛分类,比赛,赛果,比分来源,模拟ID,市场框架,即时亚盘,盘口线,盘口档位,上盘方,候选标签,候选依据,候选映射方向,意图水位,意图结算,意图盈亏单位,意图均注盈亏,反向方向,反向水位,反向结算,反向盈亏单位,反向均注盈亏,有真实投注量,Polymarket/交易所情绪,流动性
2026-09-05,乌克超,成年联赛T1,卡帕迪 vs 顿涅茨克矿工,1-2,Titan007完场快照:20260906_083311_titan007_odds_snapshot.csv,20260905-TITAN-3012503-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.85/-0.75/1.03,-0.75,半球/一球,客队,降温保护/诱下,客队上盘，让球退盘，上盘水位1.03，下盘水位0.85，欧赔支持上盘,上盘,1.030,赢半,+0.5,+0.515,下盘,0.850,输半,-0.5,-0.500,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,克亚甲,成年联赛T1,萨格勒布迪纳摩 vs HNK哥里卡,1-0,ledger赛果兜底,20260905-TITAN-2997517-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.93/2.25/0.89,2.25,两球/两球半,主队,真实示强/阻上,主队上盘，让球加深，上盘水位0.93，下盘水位0.89，欧赔变化不大,上盘,0.930,输,-1.0,-1.000,下盘,0.890,赢,+1.0,+0.890,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,奥地利杯,国内杯赛,SV莱塔普 vs WSG蒂罗尔,0-4,Titan007完场快照:20260906_083311_titan007_odds_snapshot.csv,20260905-TITAN-3062080-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.91/-3.0/0.79,-3,三球,客队,诱上/阻下,客队上盘，让球基本稳定，上盘水位0.79，下盘水位0.91，欧赔变化不大,下盘,0.910,输,-1.0,-1.000,上盘,0.790,赢,+1.0,+0.790,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,瑞典甲,成年联赛T2,布拉格 vs 松兹瓦尔,0-1,Titan007完场快照:20260906_083311_titan007_odds_snapshot.csv,20260905-TITAN-2914679-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.99/1.0/0.9,1,一球,主队,真实示强/阻上,主队上盘，让球加深，上盘水位0.99，下盘水位0.90，欧赔削弱上盘,上盘,0.990,输,-1.0,-1.000,下盘,0.900,赢,+1.0,+0.900,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,芬兰杯,国内杯赛,图尔库国际<font color=#880000>(中)</font> vs 赫尔辛基,1-0,Titan007完场快照:20260906_083311_titan007_odds_snapshot.csv,20260905-TITAN-3018394-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.92/0.25/0.9,0.25,平手/半球,主队,真实示强/阻上,主队上盘，让球加深，上盘水位0.92，下盘水位0.90，欧赔削弱上盘,上盘,0.920,赢,+1.0,+0.920,下盘,0.900,输,-1.0,-1.000,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,意乙,成年联赛T2,阿斯科利 vs 贝内文托,1-0,Titan007完场快照:20260906_083311_titan007_odds_snapshot.csv,20260905-TITAN-3040725-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.86/0.0/1.02,0,平手,主队,降温保护/诱下,主队上盘，让球退盘，上盘水位0.86，下盘水位1.02，欧赔支持上盘,上盘,0.860,赢,+1.0,+0.860,下盘,1.020,输,-1.0,-1.000,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,法甲,成年联赛T1,朗斯 vs 洛里昂,0-1,Titan007完场快照:20260906_083311_titan007_odds_snapshot.csv,20260905-TITAN-2995328-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.94/1.0/0.95,1,一球,主队,降温保护/诱下,主队上盘，让球退盘，上盘水位0.94，下盘水位0.95，欧赔变化不大,上盘,0.940,输,-1.0,-1.000,下盘,0.950,赢,+1.0,+0.950,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,奥地利杯,国内杯赛,特赖斯基兴 vs 奥地利维也纳,0-6,Titan007完场快照:20260906_083311_titan007_odds_snapshot.csv,20260905-TITAN-3062081-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.88/-2.25/0.82,-2.25,两球/两球半,客队,诱上/阻下,客队上盘，让球基本稳定，上盘水位0.82，下盘水位0.88，欧赔削弱上盘,下盘,0.880,输,-1.0,-1.000,上盘,0.820,赢,+1.0,+0.820,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,瑞典超,成年联赛T1,瓦斯特拉斯 vs 天狼星,0-1,Titan007完场快照:20260906_083311_titan007_odds_snapshot.csv,20260905-TITAN-2912266-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,1.03/-0.5/0.86,-0.5,半球,客队,降温保护/诱下,客队上盘，让球退盘，上盘水位0.86，下盘水位1.03，欧赔变化不大,上盘,0.860,赢,+1.0,+0.860,下盘,1.030,输,-1.0,-1.000,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,科威特联,未知分类,阿尔科威特 vs 杰拉,1-0,Titan007完场快照:20260906_083311_titan007_odds_snapshot.csv,20260905-TITAN-3067703-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.94/2.5/0.82,2.5,两球半,主队,诱下/上盘降温,主队上盘，让球基本稳定，上盘水位0.94，下盘水位0.82，欧赔变化不大,上盘,0.940,输,-1.0,-1.000,下盘,0.820,赢,+1.0,+0.820,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,沙特联,未知分类,费萨里哈曼 vs 哈森姆,0-0,Titan007完场快照:20260906_083311_titan007_odds_snapshot.csv,20260905-TITAN-3046973-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.85/0.25/1.03,0.25,平手/半球,主队,诱上/阻下,主队上盘，让球加深，上盘水位0.85，下盘水位1.03，欧赔削弱上盘,下盘,1.030,赢半,+0.5,+0.515,上盘,0.850,输半,-0.5,-0.500,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,沙特联,未知分类,布赖代合作 vs 哈萨征服,0-0,Titan007完场快照:20260906_083311_titan007_odds_snapshot.csv,20260905-TITAN-3046974-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.84/0.5/1.04,0.5,半球,主队,诱上/阻下,主队上盘，让球基本稳定，上盘水位0.84，下盘水位1.04，欧赔变化不大,下盘,1.040,赢,+1.0,+1.040,上盘,0.840,输,-1.0,-1.000,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,丹麦超,成年联赛T1,奥胡斯 vs 锡尔克堡,2-2,ledger赛果兜底,20260905-TITAN-2998237-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.84/1.0/1.05,1,一球,主队,诱上/阻下,主队上盘，让球基本稳定，上盘水位0.84，下盘水位1.05，欧赔变化不大,下盘,1.050,赢,+1.0,+1.050,上盘,0.840,输,-1.0,-1.000,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,意丙,成年联赛T3,克罗托内 vs 巴勒塔,2-2,ledger赛果兜底,20260905-TITAN-3051285-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.75/0.25/1.01,0.25,平手/半球,主队,诱上/阻下,主队上盘，让球加深，上盘水位0.75，下盘水位1.01，欧赔削弱上盘,下盘,1.010,赢半,+0.5,+0.505,上盘,0.750,输半,-0.5,-0.500,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,意丙,成年联赛T3,圭多尼亚 vs 皮阿尼斯,1-0,ledger赛果兜底,20260905-TITAN-3050903-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.88/0.5/0.88,0.5,半球,主队,真实示强/阻上,主队上盘，让球加深，上盘水位0.88，下盘水位0.88，欧赔变化不大,上盘,0.880,赢,+1.0,+0.880,下盘,0.880,输,-1.0,-1.000,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,意丙,成年联赛T3,坎伯巴索 vs 古比奥,2-4,ledger赛果兜底,20260905-TITAN-3050901-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.82/0.5/0.94,0.5,半球,主队,诱上/阻下,主队上盘，让球基本稳定，上盘水位0.82，下盘水位0.94，欧赔变化不大,下盘,0.940,赢,+1.0,+0.940,上盘,0.820,输,-1.0,-1.000,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,意丙,成年联赛T3,拉蒂那 vs 福尔利,2-0,ledger赛果兜底,20260905-TITAN-3050904-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,1.01/0.25/0.75,0.25,平手/半球,主队,诱下/上盘降温,主队上盘，让球基本稳定，上盘水位1.01，下盘水位0.75，欧赔变化不大,上盘,1.010,赢,+1.0,+1.010,下盘,0.750,输,-1.0,-1.000,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,意甲,成年联赛T1,国际米兰 vs 那不勒斯,3-2,ledger赛果兜底,20260905-TITAN-2993781-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.84/0.75/1.05,0.75,半球/一球,主队,诱上/阻下,主队上盘，让球基本稳定，上盘水位0.84，下盘水位1.05，欧赔变化不大,下盘,1.050,输半,-0.5,-0.500,上盘,0.840,赢半,+0.5,+0.420,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,挪超,成年联赛T1,布兰 vs 利勒斯特罗姆,1-2,ledger赛果兜底,20260905-TITAN-2912883-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.94/0.75/0.95,0.75,半球/一球,主队,真实示强/阻上,主队上盘，让球加深，上盘水位0.94，下盘水位0.95，欧赔削弱上盘,上盘,0.940,输,-1.0,-1.000,下盘,0.950,赢,+1.0,+0.950,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,捷乙,成年联赛T2,奥帕瓦 vs 杜库拉,1-2,ledger赛果兜底,20260905-TITAN-3040110-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,1.08/0.0/0.76,0,平手,客队,诱上/阻下,客队上盘，让球基本稳定，上盘水位0.76，下盘水位1.08，欧赔削弱上盘,下盘,1.080,输,-1.0,-1.000,上盘,0.760,赢,+1.0,+0.760,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,捷甲,成年联赛T1,阿蒂斯布尔诺 vs 比尔森胜利,0-3,ledger赛果兜底,20260905-TITAN-3039876-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,1.06/-1.0/0.82,-1,一球,客队,降温保护/诱下,客队上盘，让球退盘，上盘水位0.82，下盘水位1.06，欧赔变化不大,上盘,0.820,赢,+1.0,+0.820,下盘,1.060,输,-1.0,-1.000,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,瑞士超,成年联赛T1,年轻人 vs 卢塞恩,3-3,ledger赛果兜底,20260905-TITAN-3000810-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.93/1.25/0.96,1.25,一球/球半,主队,真实示强/阻上,主队上盘，让球加深，上盘水位0.93，下盘水位0.96，欧赔变化不大,上盘,0.930,输,-1.0,-1.000,下盘,0.960,赢,+1.0,+0.960,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,瑞士超,成年联赛T1,瓦杜兹 vs 洛桑,3-1,ledger赛果兜底,20260905-TITAN-3000809-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.96/0.25/0.93,0.25,平手/半球,主队,真实示强/阻上,主队上盘，让球加深，上盘水位0.96，下盘水位0.93，欧赔削弱上盘,上盘,0.960,赢,+1.0,+0.960,下盘,0.930,输,-1.0,-1.000,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,葡乙,成年联赛T3,甘马雷斯B队 vs 泰罗芬斯,0-0,ledger赛果兜底,20260905-TITAN-3081436-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.72/0.5/0.98,0.5,半球,主队,降温保护/诱下,主队上盘，让球退盘，上盘水位0.72，下盘水位0.98，欧赔变化不大,上盘,0.720,输,-1.0,-1.000,下盘,0.980,赢,+1.0,+0.980,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,葡乙,成年联赛T3,马夫拉 vs 科维良,1-0,ledger赛果兜底,20260905-TITAN-3078017-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.93/0.75/0.77,0.75,半球/一球,主队,诱下/上盘降温,主队上盘，让球基本稳定，上盘水位0.93，下盘水位0.77，欧赔削弱上盘,上盘,0.930,赢半,+0.5,+0.465,下盘,0.770,输半,-0.5,-0.500,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,西协甲,成年联赛T3,伊维萨 vs 瑞欧马加达宏达,2-1,ledger赛果兜底,20260905-TITAN-3014877-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.84/0.5/0.86,0.5,半球,主队,降温保护/诱下,主队上盘，让球退盘，上盘水位0.84，下盘水位0.86，欧赔变化不大,上盘,0.840,赢,+1.0,+0.840,下盘,0.860,输,-1.0,-1.000,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,卡塔尔联,成年联赛T1,萨德 vs 加拉法,4-1,ledger赛果兜底,20260905-TITAN-3037796-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.9/1.25/0.92,1.25,一球/球半,主队,真实示强/阻上,主队上盘，让球加深，上盘水位0.90，下盘水位0.92，欧赔变化不大,上盘,0.900,赢,+1.0,+0.900,下盘,0.920,输,-1.0,-1.000,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,比甲,成年联赛T1,梅赫伦 vs 韦斯特洛,0-4,ledger赛果兜底,20260905-TITAN-3003559-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,1.01/0.5/0.88,0.5,半球,主队,阻上/诱下,主队上盘，让球加深，上盘水位1.01，下盘水位0.88，欧赔削弱上盘,上盘,1.010,输,-1.0,-1.000,下盘,0.880,赢,+1.0,+0.880,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,德甲,成年联赛T1,沙尔克04 vs 拜仁慕尼黑,40-0,ledger赛果兜底,20260905-TITAN-3018801-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.85/-2.5/1.04,-2.5,两球半,客队,阻上/诱下,客队上盘，让球加深，上盘水位1.04，下盘水位0.85，欧赔变化不大,上盘,1.040,输,-1.0,-1.000,下盘,0.850,赢,+1.0,+0.850,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,西乙,成年联赛T2,休达 vs 塞尔塔B队,0-2,ledger赛果兜底,20260905-TITAN-3014057-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,1.06/0.5/0.83,0.5,半球,主队,阻上/诱下,主队上盘，让球加深，上盘水位1.06，下盘水位0.83，欧赔变化不大,上盘,1.060,输,-1.0,-1.000,下盘,0.830,赢,+1.0,+0.830,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,西乙,成年联赛T2,巴拉多利德 vs 安道尔FC,1-0,ledger赛果兜底,20260905-TITAN-3014065-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.96/0.25/0.93,0.25,平手/半球,主队,真实示强/阻上,主队上盘，让球加深，上盘水位0.96，下盘水位0.93，欧赔削弱上盘,上盘,0.960,赢,+1.0,+0.960,下盘,0.930,输,-1.0,-1.000,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,西甲,成年联赛T1,巴列卡诺 vs 桑坦德竞技,3-2,ledger赛果兜底,20260905-TITAN-3013679-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,1.04/0.5/0.85,0.5,半球,主队,阻上/诱下,主队上盘，让球加深，上盘水位1.04，下盘水位0.85，欧赔变化不大,上盘,1.040,赢,+1.0,+1.040,下盘,0.850,输,-1.0,-1.000,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,阿甲,成年联赛T1,阿尔多斯维 vs 班菲尔德,3-1,ledger赛果兜底,20260905-TITAN-2962608-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,1.08/0.25/0.81,0.25,平手/半球,主队,阻上/诱下,主队上盘，让球加深，上盘水位1.08，下盘水位0.81，欧赔削弱上盘,上盘,1.080,赢,+1.0,+1.080,下盘,0.810,输,-1.0,-1.000,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,西协甲,成年联赛T3,CD科瑞亚 vs 巴拉卡度,4-1,ledger赛果兜底,20260905-TITAN-3014495-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.71/-0.5/0.99,-0.5,半球,客队,诱下/上盘降温,客队上盘，让球基本稳定，上盘水位0.99，下盘水位0.71，欧赔变化不大,上盘,0.990,输,-1.0,-1.000,下盘,0.710,赢,+1.0,+0.710,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,西协甲,成年联赛T3,卡塔赫纳 vs 塔拉戈纳,0-0,ledger赛果兜底,20260905-TITAN-3014875-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.74/0.25/0.96,0.25,平手/半球,主队,诱上/阻下,主队上盘，让球基本稳定，上盘水位0.74，下盘水位0.96，欧赔变化不大,下盘,0.960,赢半,+0.5,+0.480,上盘,0.740,输半,-0.5,-0.500,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,西协甲,成年联赛T3,尤尼恩斯塔斯 vs 皇家联邦,2-4,ledger赛果兜底,20260905-TITAN-3014502-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.86/0.25/0.84,0.25,平手/半球,主队,诱下/上盘降温,主队上盘，让球基本稳定，上盘水位0.86，下盘水位0.84，欧赔变化不大,上盘,0.860,输,-1.0,-1.000,下盘,0.840,赢,+1.0,+0.840,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,西协甲,成年联赛T3,庞特贝德拉 vs 亚勒那斯,4-1,ledger赛果兜底,20260905-TITAN-3014500-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.79/0.5/0.91,0.5,半球,主队,诱上/阻下,主队上盘，让球基本稳定，上盘水位0.79，下盘水位0.91，欧赔变化不大,下盘,0.910,输,-1.0,-1.000,上盘,0.790,赢,+1.0,+0.790,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,土甲,成年联赛T2,佩迪卡斯堡 vs 尤姆尼耶士邦,1-0,ledger赛果兜底,20260905-TITAN-3030144-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.79/0.5/1.03,0.5,半球,主队,降温保护/诱下,主队上盘，让球退盘，上盘水位0.79，下盘水位1.03，欧赔变化不大,上盘,0.790,赢,+1.0,+0.790,下盘,1.030,输,-1.0,-1.000,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,土超,成年联赛T1,费内巴切 vs 贝西克塔斯,1-2,ledger赛果兜底,20260905-TITAN-3026718-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.88/0.25/0.99,0.25,平手/半球,主队,降温保护/诱下,主队上盘，让球退盘，上盘水位0.88，下盘水位0.99，欧赔支持上盘,上盘,0.880,输,-1.0,-1.000,下盘,0.990,赢,+1.0,+0.990,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,葡超,成年联赛T1,艾华卡 vs 布拉加,1-2,ledger赛果兜底,20260905-TITAN-3023467-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.85/-0.75/1.04,-0.75,半球/一球,客队,阻上/诱下,客队上盘，让球加深，上盘水位1.04，下盘水位0.85，欧赔变化不大,上盘,1.040,赢半,+0.5,+0.520,下盘,0.850,输半,-0.5,-0.500,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,葡超,成年联赛T1,马里迪莫 vs 本菲卡,0-3,ledger赛果兜底,20260905-TITAN-3023472-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.83/-2.0/1.06,-2,两球,客队,阻上/诱下,客队上盘，让球加深，上盘水位1.06，下盘水位0.83，欧赔变化不大,上盘,1.060,赢,+1.0,+1.060,下盘,0.830,输,-1.0,-1.000,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,葡乙,成年联赛T3,华森 vs 帕雷德斯,0-1,ledger赛果兜底,20260905-TITAN-3081435-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.7/0.0/1.0,0,平手,主队,诱上/阻下,主队上盘，让球基本稳定，上盘水位0.70，下盘水位1.00，欧赔变化不大,下盘,1.000,赢,+1.0,+1.000,上盘,0.700,输,-1.0,-1.000,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,阿甲,成年联赛T1,拉普拉塔体操 vs 泰格雷,2-1,ledger赛果兜底,20260905-TITAN-2962613-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.75/0.0/1.16,0,平手,主队,降温保护/诱下,主队上盘，让球退盘，上盘水位0.75，下盘水位1.16，欧赔变化不大,上盘,0.750,赢,+1.0,+0.750,下盘,1.160,输,-1.0,-1.000,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,科威特联,未知分类,法哈西尔 vs 阿尔塔达孟,4-1,ledger赛果兜底,20260905-TITAN-3067702-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.92/0.5/0.84,0.5,半球,主队,诱下/上盘降温,主队上盘，让球基本稳定，上盘水位0.92，下盘水位0.84，欧赔削弱上盘,上盘,0.920,赢,+1.0,+0.920,下盘,0.840,输,-1.0,-1.000,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,克亚甲,成年联赛T1,里耶卡 vs 奥斯杰克,4-1,ledger赛果兜底,20260905-TITAN-2997518-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.84/0.5/0.98,0.5,半球,主队,诱上/阻下,主队上盘，让球基本稳定，上盘水位0.84，下盘水位0.98，欧赔变化不大,下盘,0.980,输,-1.0,-1.000,上盘,0.840,赢,+1.0,+0.840,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,沙特联,未知分类,吉达联合 vs 利雅得胜利,2-1,ledger赛果兜底,20260905-TITAN-3046975-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,1.02/-1.0/0.86,-1,一球,客队,阻下/下盘保护,客队上盘，让球基本稳定，上盘水位0.86，下盘水位1.02，欧赔变化不大,下盘,1.020,赢,+1.0,+1.020,上盘,0.860,输,-1.0,-1.000,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,阿乙,成年联赛T2,圣德尔模 vs 洛斯安第斯,0-0,ledger赛果兜底,20260905-TITAN-2916660-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,1.08/0.0/0.74,0,平手,客队,诱上/阻下,客队上盘，让球基本稳定，上盘水位0.74，下盘水位1.08，欧赔变化不大,下盘,1.080,走,-0.0,0.000,上盘,0.740,走,0.0,0.000,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,奥地利杯,国内杯赛,奥地利克拉根福 vs 维也纳快速,2-5,ledger赛果兜底,20260905-TITAN-3062082-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.72/-2.75/0.98,-2.75,两球半/三球,客队,降温保护/诱下,客队上盘，让球退盘，上盘水位0.98，下盘水位0.72，欧赔变化不大,上盘,0.980,赢半,+0.5,+0.490,下盘,0.720,输半,-0.5,-0.500,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
